	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.27,1640.20,19.12,309
28.27,1641.43,19.19,310
28.27,1640.00,19.25,311
28.27,1639.59,19.31,312
28.27,1639.18,19.38,313
28.27,1639.59,19.44,313
28.27,1640.41,19.44,314
28.27,1640.20,19.50,315
28.27,1638.56,19.56,316
28.27,1638.97,19.62,317
28.27,1637.54,19.69,318
28.27,1637.74,19.69,319
28.27,1638.15,19.69,320
28.27,1635.90,19.81,321
28.27,1636.92,19.81,322
28.27,1637.13,19.81,322
28.27,1637.13,19.81,323
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.27,1633.64,20.00,0
28.27,1633.44,20.06,1
28.27,1632.82,20.06,2
28.27,1633.03,20.06,3
28.27,1637.13,20.06,4
28.27,1635.08,20.12,5
28.27,1635.69,20.06,6
28.27,1636.51,20.06,7
28.27,1636.72,20.06,8
28.27,1635.69,20.12,9
28.27,1637.54,20.06,10
28.27,1635.69,20.12,10
28.27,1636.10,20.12,11
28.27,1637.74,20.06,12
28.27,1637.74,20.06,13
28.27,1636.10,20.12,14
28.27,1636.10,20.12,15
28.27,1636.51,20.12,16
28.27,1635.49,20.12,17
28.27,1636.31,20.12,18
28.27,1637.54,20.12,19
28.27,1637.33,20.12,20
28.27,1638.36,20.12,20
28.27,1636.10,20.12,21
28.27,1636.51,20.12,22
28.27,1634.46,20.19,23
28.27,1635.28,20.19,24
28.27,1635.69,20.12,25
28.27,1641.84,20.12,26
28.26,1644.10,20.06,27
28.27,1640.00,19.94,28
28.26,1652.91,19.81,29
28.24,1672.18,19.69,30
28.23,1684.07,19.62,30
28.22,1690.02,19.50,31
28.21,1694.73,19.38,32
28.21,1704.16,19.25,33
28.20,1710.52,19.12,34
28.19,1715.85,19.00,35
28.18,1726.71,18.88,36
28.17,1732.04,18.81,37
28.16,1746.80,18.69,38
28.14,1764.84,18.62,39
28.14,1770.38,18.56,40
28.13,1782.88,18.44,40
28.11,1795.80,18.38,41
28.10,1804.61,18.25,42
28.10,1804.82,18.19,43
28.10,1801.13,18.06,44
28.10,1797.44,17.94,45
28.10,1808.51,17.81,46
28.09,1813.02,17.75,47
28.09,1814.66,17.69,48
28.09,1811.99,17.56,49
28.09,1812.40,17.50,49
28.08,1827.57,17.38,50
28.07,1836.18,17.38,51
28.06,1836.39,17.31,52
28.07,1833.72,17.25,53
28.06,1848.07,17.19,54
28.04,1863.65,17.12,55
28.03,1876.77,17.06,56
28.01,1876.77,17.00,57
28.04,1849.30,16.94,58
28.08,1800.51,16.88,59
28.12,1756.44,16.88,60
28.17,1728.97,16.88,61
28.19,1713.59,16.81,61
28.20,1703.75,16.75,62
28.20,1698.01,16.75,63
28.21,1694.73,16.75,64
28.21,1698.83,16.75,65
28.21,1701.50,16.75,66
28.20,1711.13,16.75,67
28.19,1722.00,16.69,68
28.18,1720.36,16.75,69
28.19,1712.57,16.75,70
28.19,1714.41,16.69,70
28.19,1709.29,16.69,71
28.20,1704.98,16.69,72
28.21,1687.76,16.69,73
28.22,1670.75,16.69,74
28.24,1661.32,16.69,75
28.24,1669.72,16.69,76
28.23,1687.15,16.62,77
28.21,1693.91,16.69,78
28.21,1688.79,16.62,79
28.22,1687.15,16.56,80
28.22,1688.79,16.62,81
28.21,1694.12,16.62,81
28.21,1703.96,16.62,82
28.19,1720.97,16.62,83
28.17,1734.50,16.62,84
28.16,1741.88,16.62,85
28.16,1750.49,16.62,86
28.15,1762.38,16.56,87
28.14,1763.41,16.56,88
28.14,1757.67,16.56,89
28.15,1755.62,16.56,90
28.16,1740.45,16.50,91
28.16,1758.69,16.44,91
28.13,1773.45,16.50,92
28.12,1790.26,16.44,93
28.10,1801.33,16.50,94
28.10,1805.64,16.50,95
28.12,1768.33,16.50,96
28.16,1722.20,16.44,97
28.20,1690.84,16.44,98
28.23,1670.54,16.44,99
28.24,1659.88,16.44,100
28.25,1650.45,16.50,101
28.26,1642.66,16.50,101
28.26,1651.68,16.56,102
28.25,1663.78,16.56,103
28.23,1682.84,16.56,104
28.21,1697.40,16.56,105
28.20,1703.55,16.62,106
28.20,1701.91,16.62,107
28.21,1696.58,16.62,108
28.21,1696.17,16.62,109
28.20,1701.91,16.69,110
28.20,1702.32,16.69,111
28.20,1697.40,16.62,111
28.21,1694.32,16.62,112
28.21,1703.14,16.56,113
28.19,1718.31,16.56,114
28.18,1730.20,16.62,115
28.17,1734.50,16.56,116
28.18,1724.66,16.56,117
28.19,1705.60,16.56,118
28.21,1682.02,16.56,119
28.23,1673.21,16.50,120
28.24,1657.63,16.50,121
28.25,1654.35,16.50,121
28.26,1651.48,16.50,122
28.26,1649.22,16.56,123
28.26,1652.91,16.56,124
28.25,1660.09,16.56,125
28.24,1678.74,16.56,126
28.21,1702.52,16.56,127
28.19,1712.16,16.62,128
28.20,1695.35,16.62,129
28.22,1682.84,16.62,130
28.22,1686.74,16.62,131
28.21,1693.91,16.62,131
28.21,1693.09,16.62,132
28.21,1684.89,16.62,133
28.22,1684.69,16.62,134
28.22,1694.73,16.56,135
28.21,1702.12,16.62,136
28.19,1719.33,16.62,137
28.18,1734.91,16.56,138
28.16,1749.67,16.56,139
28.15,1755.21,16.56,140
28.15,1758.08,16.50,141
28.14,1763.41,16.50,141
28.13,1771.61,16.50,142
28.13,1775.30,16.50,143
28.12,1777.76,16.44,144
28.12,1787.80,16.44,145
28.11,1802.56,16.44,146
28.09,1809.33,16.38,147
28.09,1808.92,16.38,148
28.09,1807.07,16.38,149
28.10,1809.12,16.38,150
28.09,1819.38,16.38,151
28.08,1827.98,16.31,151
28.07,1830.65,16.31,152
28.07,1837.62,16.31,153
28.06,1844.38,16.31,154
28.05,1855.25,16.31,155
28.04,1866.11,16.25,156
28.03,1871.24,16.19,157
28.03,1873.90,16.19,158
28.02,1887.64,16.19,159
28.00,1902.19,16.12,160
28.00,1906.50,16.19,161
27.99,1912.24,16.12,161
27.98,1920.64,16.12,162
27.97,1932.12,16.12,163
27.96,1941.14,16.12,164
27.96,1940.32,16.12,165
27.96,1940.12,16.12,166
27.96,1947.91,16.06,167
27.95,1950.16,16.12,168
27.95,1950.16,16.06,169
27.95,1946.68,16.12,170
27.95,1958.98,16.06,171
27.93,1964.31,16.06,172
27.93,1958.77,16.06,172
27.94,1955.90,16.06,173
27.94,1965.54,16.00,174
27.93,1974.35,16.00,175
27.92,1980.91,16.00,176
27.91,1993.83,16.00,177
27.90,2002.85,15.94,178
27.89,2011.87,15.94,179
27.88,2022.32,16.00,180
27.86,2036.88,15.94,181
27.85,2048.15,15.94,182
27.84,2063.73,15.94,182
27.82,2081.36,15.88,183
27.80,2098.17,15.88,184
27.79,2111.50,15.88,185
27.78,2116.21,15.88,186
27.78,2120.32,15.81,187
27.77,2125.85,15.81,188
27.76,2134.05,15.81,189
27.75,2148.19,15.81,190
27.74,2163.16,15.75,191
27.72,2186.53,15.81,192
27.69,2207.03,15.75,192
27.68,2217.07,15.75,193
27.67,2225.89,15.75,194
27.66,2224.86,15.75,195
27.67,2208.88,15.75,196
27.70,2177.92,15.69,197
27.74,2139.79,15.69,198
27.77,2124.00,15.69,199
27.77,2131.80,15.69,200
27.76,2140.20,15.62,201
27.75,2138.76,15.62,202
27.76,2125.85,15.62,202
27.78,2100.22,15.62,203
27.81,2074.60,15.62,204
27.84,2053.07,15.62,205
27.85,2038.11,15.62,206
27.86,2036.26,15.62,207
27.86,2034.62,15.62,208
27.88,2003.87,15.62,209
27.91,1971.28,15.62,210
27.94,1954.47,15.62,211
27.95,1942.37,15.69,212
27.96,1925.77,15.69,212
27.99,1903.42,15.75,213
28.00,1893.58,15.75,214
28.02,1874.72,15.75,215
28.04,1852.99,15.75,216
28.06,1826.96,15.81,217
28.09,1800.31,15.81,218
28.11,1783.70,15.81,219
28.12,1793.13,15.88,220
28.10,1807.89,15.81,221
28.09,1817.94,15.88,222
28.08,1817.94,15.88,222
28.09,1791.90,15.94,223
28.14,1740.65,15.94,224
28.18,1716.26,15.94,225
28.20,1705.60,16.00,226
28.20,1707.65,16.00,227
28.19,1710.72,16.00,228
28.20,1706.83,16.06,229
28.20,1693.91,16.06,230
28.22,1676.90,16.06,231
28.23,1671.37,16.06,231
28.23,1674.03,16.06,232
28.23,1674.64,16.12,233
28.23,1672.59,16.12,234
28.23,1675.05,16.19,235
28.22,1687.97,16.25,236
28.21,1694.73,16.25,237
28.21,1699.65,16.25,238
28.20,1698.83,16.25,239
28.21,1696.38,16.25,240
28.21,1697.81,16.25,241
28.20,1701.91,16.25,241
28.20,1706.83,16.31,242
28.19,1711.34,16.31,243
28.20,1709.08,16.31,244
28.20,1704.57,16.31,245
28.20,1700.47,16.31,246
28.21,1690.84,16.31,247
28.22,1685.10,16.31,248
28.22,1682.43,16.31,249
28.23,1676.49,16.31,250
28.23,1665.21,16.31,251
28.25,1659.68,16.38,251
28.25,1654.96,16.38,252
28.26,1652.09,16.38,253
28.25,1657.83,16.38,254
28.24,1671.98,16.44,255
28.23,1676.28,16.44,256
28.23,1678.33,16.44,257
28.23,1674.85,16.44,258
28.23,1674.64,16.44,259
28.23,1676.28,16.38,260
28.23,1675.46,16.38,261
28.23,1672.39,16.38,261
28.24,1667.47,16.38,262
28.23,1671.77,16.38,263
28.23,1674.64,16.44,264
28.23,1680.18,16.38,265
28.23,1676.08,16.44,266
28.23,1667.47,16.44,267
28.24,1663.78,16.44,267
28.24,1672.18,16.50,268
28.24,1670.95,16.50,269
28.24,1671.57,16.50,270
28.24,1670.13,16.50,271
28.24,1665.21,16.56,272
28.24,1661.73,16.56,272
28.25,1662.55,16.56,273
28.25,1661.93,16.56,274
28.24,1663.37,16.56,275
28.25,1658.04,16.56,276
28.25,1649.63,16.62,277
28.26,1649.43,16.62,277
28.26,1652.09,16.69,278
28.25,1651.68,16.69,279
28.26,1648.40,16.75,280
28.26,1649.22,16.75,281
28.26,1647.58,16.81,282
28.26,1649.22,16.81,282
28.26,1649.02,16.81,283
28.26,1649.02,16.81,284
28.26,1648.81,16.81,285
28.26,1647.17,16.88,286
28.26,1647.58,16.88,286
28.26,1646.56,16.94,287
28.26,1647.38,16.94,288
28.26,1647.58,16.94,289
28.26,1647.79,16.94,290
28.26,1646.97,17.00,291
28.26,1647.38,17.00,291
28.26,1646.56,17.00,292
28.26,1646.76,17.00,293
28.26,1647.99,17.00,294
28.26,1647.79,17.06,295
28.26,1646.76,17.06,296
28.26,1647.99,17.06,296
28.26,1646.97,17.12,297
28.26,1646.97,17.12,298
28.26,1647.17,17.12,299
28.26,1646.76,17.12,300
28.26,1647.79,17.12,301
28.26,1647.58,17.19,301
28.26,1646.97,17.19,302
28.26,1646.35,17.25,303
28.26,1646.35,17.25,304
28.26,1645.94,17.25,305
28.26,1646.35,17.25,306
28.26,1646.15,17.31,306
28.26,1646.97,17.31,307
28.26,1646.35,17.31,308
28.26,1646.56,17.31,309
28.26,1646.97,17.38,310
28.26,1646.56,17.38,311
28.26,1645.53,17.38,311
28.26,1646.76,17.44,312
28.26,1646.35,17.44,313
28.26,1646.15,17.44,314
28.26,1645.94,17.50,315
28.26,1646.15,17.50,316
28.26,1647.58,17.50,316
28.26,1648.61,17.50,317
28.26,1648.61,17.50,318
28.26,1646.56,17.56,319
28.26,1648.20,17.56,320
28.26,1648.20,17.56,321
28.26,1648.81,17.56,321
28.26,1647.79,17.62,322
28.26,1646.15,17.62,323
28.26,1649.02,17.62,324
28.26,1649.63,17.62,325
28.26,1646.97,17.69,326
28.26,1648.20,17.69,326
28.26,1648.20,17.69,327
28.26,1648.61,17.69,328
28.26,1647.99,17.75,329
28.26,1646.97,17.75,330
28.26,1646.15,17.81,330
28.26,1646.15,17.81,331
28.26,1645.94,17.81,332
28.26,1645.53,17.88,333
28.26,1645.94,17.88,334
28.26,1646.97,17.88,335
28.26,1647.99,17.88,335
28.26,1646.97,17.88,336
28.26,1646.15,17.94,337
28.26,1645.53,17.94,338
28.26,1645.53,18.00,339
28.26,1645.53,18.00,340
28.26,1645.33,18.00,340
28.26,1644.71,18.06,341
28.26,1645.53,18.06,342
28.26,1647.17,18.06,343
28.26,1648.61,18.12,344
28.26,1650.04,18.12,345
28.26,1650.25,18.12,345
28.26,1651.48,18.19,346
28.26,1653.94,18.19,347
28.25,1655.78,18.19,348
28.25,1655.78,18.25,349
28.25,1657.42,18.25,350
28.25,1656.19,18.31,350
28.25,1655.78,18.38,351
28.25,1657.22,18.38,352
28.25,1657.42,18.38,353
28.25,1657.22,18.38,354
28.25,1656.40,18.44,355
28.25,1654.55,18.50,355
28.25,1655.78,18.50,356
28.25,1653.94,18.56,357
28.25,1654.96,18.56,358
28.25,1654.35,18.56,359
28.25,1654.55,18.56,360
28.25,1654.96,18.62,360
28.25,1654.76,18.62,361
28.25,1653.53,18.62,362
28.25,1652.71,18.69,363
28.26,1651.48,18.75,364
28.26,1651.27,18.75,365
28.26,1652.50,18.75,365
28.26,1649.84,18.81,366
28.26,1649.84,18.88,367
28.26,1651.07,18.88,368
28.26,1649.02,18.94,369
28.26,1652.09,18.94,370
28.25,1651.48,18.94,370
28.25,1651.89,18.94,371
28.26,1650.87,19.00,372
28.26,1650.45,19.06,373
28.25,1651.68,19.12,374
28.26,1651.07,19.12,375
28.25,1652.30,19.19,375
28.26,1650.87,19.25,376
28.26,1650.04,19.31,377
28.26,1651.48,19.31,378
28.26,1651.48,19.38,379
28.25,1651.89,19.38,379
28.26,1651.48,19.44,380
28.26,1650.45,19.50,381
28.26,1649.63,19.56,382
28.26,1650.45,19.62,383
28.26,1651.07,19.69,384
28.26,1649.63,19.75,384
28.26,1650.45,19.81,385
28.26,1651.48,19.88,386
28.26,1650.04,19.94,387
28.26,1650.87,20.00,388
28.26,1650.04,20.00,389
28.26,1649.22,20.12,389
28.26,1648.20,20.19,390
28.26,1649.02,20.25,391
28.26,1649.22,20.31,392
28.26,1649.43,20.38,393
28.26,1649.63,20.44,394
28.26,1648.20,20.50,394
28.26,1648.20,20.56,395
28.26,1649.84,20.56,396
28.26,1648.20,20.69,397
28.26,1648.81,20.75,398
28.26,1647.58,20.81,399
28.26,1646.56,20.88,399
28.26,1648.61,20.88,400
28.26,1646.56,20.94,401
28.26,1645.53,21.00,402
28.26,1645.94,21.06,403
28.26,1646.76,21.06,404
28.26,1647.99,21.06,404
28.26,1646.76,21.12,405
28.26,1645.94,21.19,406
28.26,1648.61,21.12,407
28.26,1647.58,21.12,408
28.26,1649.22,21.12,409
28.26,1646.56,21.19,409
28.26,1645.12,21.25,410
28.26,1643.69,21.31,411
28.26,1643.69,21.31,412
28.26,1643.07,21.38,413
28.27,1642.05,21.44,414
28.26,1641.84,21.44,414
28.27,1643.69,21.50,415
28.26,1644.71,21.50,416
28.26,1643.48,21.50,417
28.26,1643.69,21.56,418
28.26,1644.71,21.56,419
28.26,1645.94,21.56,419
28.26,1644.92,21.62,420
28.26,1645.12,21.62,421
28.26,1642.05,21.69,422
28.26,1644.71,21.69,423
28.26,1645.53,21.69,423
28.26,1645.74,21.69,424
28.26,1645.33,21.75,425
